language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketPrice,exchangeTimezoneShortName,currency,market,exchangeTimezoneName,esgPopulated,messageBoardId,gmtOffSetMilliseconds,marketState,regularMarketChangePercent,shortName,longName,exchange,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPreviousClose,fullExchangeName,price,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,bid,ask,bidSize,askSize,financialCurrency,regularMarketOpen,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,priceToBook,displayName,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,marketCap,forwardPE,averageAnalystRating,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,ipoExpectedDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,prevExchange,exchangeTransferDate,newListingDate,prevTicker,tickerChangeDate,underlyingSymbol,openInterest,tickerSymbol
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,122.74,EDT,USD,us_market,America/New_York,False,finmb_125618,-14400000,REGULAR,2.130136,"Qualys, Inc.","Qualys, Inc.",NMS,343454.0,315060.0,21.64,0.2140455,101.1 - 162.36,-39.620003,-0.24402563,101.1,162.36,117.0808,5.659195,0.048335806,127.82685,-5.086853,-0.03979487,15,0,False,,,2,2.5599976,1679579607,120.18,NasdaqGS,122.74,122.74,121.17 - 122.74,121.17,10082.0,121.35,122.43,8.0,8.0,USD,123.6,,54.794643,,2.24,10.305,11.910723,,4.01,30.608477,37988000.0,4662646784.0,41.89078,,,1675980000.0,1683025140.0,1683547200.0,2.93,,,,,,,,,,,,,,QLYS
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,1.0,EDT,USD,us_market,America/New_York,False,finmb_401890,-14400000,REGULAR,0.3009048,Quantum Corporation,Quantum Corporation,NGM,205022.0,245600.0,0.13999999,0.16279067,0.86 - 2.57,-1.5699999,-0.6108949,0.86,2.57,1.3544,-0.35440004,-0.2616657,1.4262,-0.42620003,-0.29883608,15,0,False,,,4,0.003000021,1679578596,0.997,NasdaqGM,1.0,1.0021,1.0 - 1.0021,1.0,1310.0,0.0,1.03,9.0,31.0,USD,0.992,,,,-0.544,-4.668,-0.2142245,,-0.07,-14.285714,103840000.0,103840000.0,5.263158,,1492560000.0,1675375200.0,1686049140.0,1686571200.0,0.19,,,,,,,,,,,,,,QMCO
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,1.46,EDT,USD,us_market,America/New_York,False,finmb_266230063,-14400000,REGULAR,0.68965447,"Quince Therapeutics, Inc.","Quince Therapeutics, Inc.",NMS,2357491.0,5628370.0,0.92,1.7037036,0.54 - 6.8,-5.34,-0.7852941,0.54,6.8,0.93194,0.52806,0.56662446,1.36213,0.09786999,0.071850695,15,0,False,False,1557408600000.0,4,0.00999999,1679579602,1.45,NasdaqGS,1.46,1.48,1.45 - 1.48,1.45,211460.0,1.46,1.47,8.0,13.0,USD,1.41,0.0,,0.0,-2.69,2.784,0.5244253,Quince Therapeutics,,,36276900.0,52964276.0,-1.0977443,5.0 - Sell,,,,,-1.33,,,,,"Cortexyme, Inc.",2023-03-22,,,,,,,,QNCX
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,0.5221,EDT,USD,us_market,America/New_York,False,finmb_593010770,-14400000,REGULAR,-3.3148239,"Quoin Pharmaceuticals, Ltd.","Quoin Pharmaceuticals, Ltd.",NCM,754330.0,569050.0,0.092099965,0.21418597,0.43 - 28.11,-27.5879,-0.98142654,0.43,28.11,1.22074,-0.69864,-0.5723086,2.95148,-2.42938,-0.8231057,15,0,False,,,4,-0.01790005,1679579307,0.54,NasdaqCM,0.5221,0.535,0.522 - 0.535,0.522,60914.0,0.522,0.5348,18.0,29.0,USD,0.5,,,,,,,,-4.6,-0.1135,4846600.0,2530409.0,,,1571788800.0,1660825800.0,1660825800.0,1660825800.0,,,,,,,,,,,,,,,QNRX
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,15.115,EDT,USD,us_market,America/New_York,False,finmb_139426,-14400000,REGULAR,-0.09914305,"QuinStreet, Inc.","QuinStreet, Inc.",NMS,302740.0,259850.0,6.835,0.82548314,8.28 - 18.18,-3.0650005,-0.16859189,8.28,18.18,15.9898,-0.8748007,-0.05470992,12.93675,2.1782494,0.16837686,15,0,False,,,2,-0.015000343,1679579592,15.13,NasdaqGS,15.115,15.47,15.02 - 15.47,15.02,5192.0,15.19,15.41,8.0,13.0,USD,15.26,,26.517544,,0.57,5.246,2.881243,,0.32,47.234375,53640300.0,810773120.0,20.705479,,,1675893600.0,1683025140.0,1683547200.0,0.73,,,,,,,,,,,,,,QNST
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,10.25,EDT,USD,us_market,America/New_York,False,finmb_1785976634,-14400000,REGULAR,0.0,Qomolangma Acquisition Corp.,,NCM,12713.0,15500.0,0.3000002,0.030150773,9.95 - 10.73,-0.47999954,-0.044734348,9.95,10.73,10.1663,0.08370018,0.008233102,10.105938,0.14406204,0.0142551875,15,0,False,,,2,0.0,1679338155,10.25,NasdaqCM,10.25,10.57,10.24 - 10.57,10.24,0.0,10.18,10.25,13.0,12.0,USD,10.3,,,,,,,,,,0.0,67523104.0,,,,,,,,,,,,,,,,,,,,,QOMO
en-US,US,EQUITY,,Delayed Quote,True,,0.16,EDT,USD,us_market,America/New_York,False,finmb_1785976634,-14400000,REGULAR,0.0,Qomolangma Acquisition Corp.,,NCM,,,0.0,0.0,0.16 - 0.16,0.0,0.0,0.16,0.16,,,,,,,15,0,False,,,4,0.0,1679340175,0.16,NasdaqCM,0.16,0.16,0.16 - 0.16,0.16,2610.0,0.131,0.16,12.0,29.0,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QOMOR
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,10.38,EDT,USD,us_market,America/New_York,False,finmb_1785976634,-14400000,REGULAR,0.0,Qomolangma Acquisition Corp.,Qomolangma Acquisition Corp. Unit,NCM,676.0,220.0,0.40999985,0.041123353,9.97 - 10.383,-0.0030002594,-0.0002889588,9.97,10.383,10.31896,0.061039925,0.005915317,10.177218,0.20278168,0.01992506,15,0,False,,,2,0.0,1678901562,10.38,NasdaqCM,10.38,10.3827,10.38 - 10.3827,10.38,0.0,0.0,10.5,9.0,11.0,USD,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QOMOU
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,0.045,EDT,USD,us_market,America/New_York,False,finmb_1785976634,-14400000,REGULAR,0.0,Qomolangma Acquisition Corp. Wa,,NCM,,,0.0,0.0,0.045 - 0.045,0.0,0.0,0.045,0.045,,,,,,,15,0,False,,,4,0.0,1678479795,0.045,NasdaqCM,0.045,0.045,0.045 - 0.045,0.045,0.0,0.035,0.045,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QOMOW
en-US,US,ETF,,Nasdaq Real Time Price,True,,23.3475,EDT,USD,us_market,America/New_York,False,finmb_693478285,-14400000,REGULAR,0.0,Simplify Nasdaq 100 PLUS Convex,Simplify Nasdaq 100 plus convexity ETF,NGM,1240.0,300.0,3.5874996,0.18155362,19.76 - 30.442,-7.0944996,-0.23304972,19.76,30.442,22.55832,0.78918076,0.034984022,22.84188,0.50561905,0.022135613,15,0,False,,,2,0.0,1679426344,23.3475,NasdaqGM,23.3475,23.8,23.3475 - 23.8,23.3475,11.0,23.55,23.65,11.0,11.0,,23.57,,,,,,,,,,,,,,,,,,,,3.45396,-2.23449,-2.23449,,,,,,,,,,QQC
en-US,US,ETF,,Nasdaq Real Time Price,True,,22.2052,EDT,USD,us_market,America/New_York,False,finmb_693512575,-14400000,REGULAR,0.0,Simplify Nasdaq 100 PLUS Downsi,Simplify Nasdaq 100 plus Downside  convexity ETF,NGM,2955.0,2590.0,4.7152004,0.26959407,17.49 - 29.68,-7.4748,-0.25184637,17.49,29.68,21.41942,0.78577995,0.036685396,22.13321,0.07199097,0.0032526222,15,0,False,,,2,0.0,1678996316,22.2052,NasdaqGM,22.2052,22.43,22.43 - 22.43,22.43,30.0,22.39,22.48,10.0,11.0,,22.09,,,,,,,,,,,,,,,,,,,,4.11667,-1.05746,-1.05746,,,,,,,,,,QQD
en-US,US,ETF,,Nasdaq Real Time Price,True,,96.83,EDT,USD,us_market,America/New_York,False,finmb_26918513,-14400000,REGULAR,1.3184077,First Trust NASDAQ-100 Equal We,First Trust NASDAQ-100 Equal Weighted Index Fund,NGM,137147.0,126880.0,17.099998,0.21447381,79.73 - 109.99,-13.159996,-0.119647205,79.73,109.99,96.373,0.45700073,0.004742,92.31825,4.5117493,0.048871692,15,0,False,,,2,1.2600021,1679579479,95.57,NasdaqGM,96.83,96.87,96.44 - 96.87,96.44,2429.0,96.72,96.84,11.0,10.0,,97.5,,,,,,,,,,,,,,1490918400.0,,,,,,4.20451,0.2777,0.2777,,,,,,,,,,QQEW
en-US,US,ETF,,Delayed Quote,True,,18.39,EDT,USD,us_market,America/New_York,False,finmb_1675401738,-14400000,REGULAR,0.0,Invesco ESG NASDAQ Next Gen 100,Invesco ESG NASDAQ Next Gen 100 ETF,NGM,1132.0,750.0,1.9699993,0.1199756,16.42 - 22.499,-4.109001,-0.18263039,16.42,22.499,19.25354,-0.86354065,-0.044851005,18.556274,-0.16627502,-0.008960582,15,0,False,,,2,0.0,1679503964,18.39,NasdaqGM,18.39,18.6601,18.39 - 18.6601,18.39,1.0,18.57,18.63,8.0,8.0,,18.6601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QQJG
en-US,US,ETF,,Delayed Quote,True,,21.05,EDT,USD,us_market,America/New_York,False,finmb_1675401748,-14400000,REGULAR,1.3480923,Invesco ESG NASDAQ 100 ETF,Invesco ESG NASDAQ 100 ETF,NGM,3164.0,3380.0,4.049999,0.23823525,17.0 - 24.76,-3.710001,-0.14983849,17.0,24.76,20.02148,1.0285187,0.05137076,19.49142,1.5585785,0.07996228,15,0,False,,,2,0.27999878,1679578515,20.77,NasdaqGM,21.05,21.05,21.05 - 21.05,21.05,298.0,21.05,21.07,8.0,12.0,,21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QQMG
en-US,US,ETF,,Nasdaq Real Time Price,True,,310.305,EDT,USD,us_market,America/New_York,False,finmb_8108558,-14400000,REGULAR,1.3671101,"Invesco QQQ Trust, Series 1",Invesco QQQ Trust,NGM,56970050.0,79014330.0,56.045,0.22042397,254.26 - 371.83,-61.524994,-0.16546538,254.26,371.83,295.5194,14.7855835,0.05003253,290.0887,20.216278,0.06968998,15,0,False,,,2,4.1849976,1679579621,306.12,NasdaqGM,310.305,310.84,309.73 - 310.84,309.73,7328866.0,310.14,310.15,9.0,10.0,USD,310.27,1.63,3.642462,0.005324709,85.191,278.188,1.1154507,,,,393100000.0,121980895232.0,,,,,,,,,5.35761,0.09356,0.09356,,,,,,,,,,QQQ
en-US,US,ETF,,Nasdaq Real Time Price,True,,30.97,EDT,USD,us_market,America/New_York,False,finmb_706895731,-14400000,REGULAR,1.0213,ProShares Nasdaq-100 Dorsey Wri,ProShares Nasdaq-100 Dorsey Wright Momentum ETF,NGM,2016.0,4190.0,2.33,0.081354745,28.64 - 41.71,-10.74,-0.2574922,28.64,41.71,32.20336,-1.2333622,-0.038299177,32.28756,-1.3175602,-0.040807053,15,0,False,,,2,0.3130989,1679578202,30.6569,NasdaqGM,30.97,30.97,30.97 - 30.97,30.97,946.0,31.03,31.08,14.0,13.0,,31.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QQQA
en-US,US,ETF,,Nasdaq Real Time Price,True,,69.475,EDT,USD,us_market,America/New_York,False,finmb_182590799,-14400000,REGULAR,1.260746,Direxion NASDAQ-100 Equal Weigh,Direxion NASDAQ-100 Equal Weighted Index Shares,NGM,123323.0,170380.0,12.064999,0.210155,57.41 - 79.29,-9.815002,-0.12378613,57.41,79.29,69.3202,0.15480042,0.0022331213,66.48365,2.9913483,0.044993743,15,0,False,,,2,0.86499786,1679578890,68.61,NasdaqGM,69.475,69.475,69.38 - 69.475,69.38,3027.0,69.5,69.61,18.0,8.0,,70.16,,,,,,,,,,,,,,,,,,,,4.27077,0.50001,0.50001,,,,,,,,,,QQQE
en-US,US,ETF,,Nasdaq Real Time Price,True,,24.688,EDT,USD,us_market,America/New_York,False,finmb_685319670,-14400000,REGULAR,1.4714336,Invesco NASDAQ Next Gen 100 ETF,Invesco NASDAQ Next Gen 100 ETF,NGM,169855.0,194540.0,3.5429993,0.1675573,21.145 - 30.01,-5.3220005,-0.1773409,21.145,30.01,25.5862,-0.898201,-0.0351049,24.60085,0.087150574,0.003542584,15,0,False,,,2,0.3579998,1679579621,24.33,NasdaqGM,24.688,24.688,24.52 - 24.688,24.52,7910.0,24.64,24.67,8.0,9.0,,24.88,,,,,,,,,,,,,,,,,,,,3.68154,-3.68194,-3.68194,,,,,,,,,,QQQJ
en-US,US,ETF,,Nasdaq Real Time Price,True,,127.61,EDT,USD,us_market,America/New_York,False,finmb_685319703,-14400000,REGULAR,1.398492,Invesco NASDAQ 100 ETF,Invesco NASDAQ 100 ETF,NGM,1143798.0,1791190.0,22.989998,0.21974763,104.62 - 152.92,-25.309998,-0.16551137,104.62,152.92,121.5752,6.0347977,0.049638394,119.3462,8.263802,0.06924227,15,0,False,,,2,1.7600021,1679579502,125.85,NasdaqGM,127.61,127.78,127.43 - 127.78,127.43,83824.0,127.57,127.58,8.0,12.0,,127.63,,,,,,,,,,,,,,,,,,,,5.47925,0.23833,0.23833,,,,,,,,,,QQQM
en-US,US,ETF,,Nasdaq Real Time Price,True,,24.82,EDT,USD,us_market,America/New_York,False,finmb_674486093,-14400000,REGULAR,1.0586329,VictoryShares Nasdaq Next 50 ET,VictoryShares Nasdaq Next 50 ETF,NGM,6091.0,4150.0,3.257,0.15104577,21.563 - 30.108,-5.288,-0.17563438,21.563,30.108,25.63808,-0.8180809,-0.03190882,24.75505,0.064949036,0.002623668,15,0,False,,,2,0.26000023,1679578202,24.56,NasdaqGM,24.82,24.82,24.82 - 24.82,24.82,460.0,24.92,24.99,9.0,9.0,,24.96,,,,,,,,,,,,,,,,,,,,-0.4055,-6.83948,-6.83948,,,,,,,,,,QQQN
en-US,US,ETF,,Nasdaq Real Time Price,True,,27.09,EDT,USD,us_market,America/New_York,False,finmb_1788682475,-14400000,REGULAR,1.6510339,Invesco NASDAQ Future Gen 200 E,Invesco NASDAQ Future Gen 200 ETF,NGM,5720.0,10690.0,3.0100002,0.12500001,24.08 - 32.73,-5.6399994,-0.17231895,24.08,32.73,29.73754,-2.6475391,-0.0890302,28.160164,-1.0701637,-0.03800275,15,0,False,,,2,0.44000053,1679579046,26.65,NasdaqGM,27.09,27.12,27.09 - 27.12,27.09,1328.0,27.04,27.1,12.0,12.0,,27.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QQQS
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,23.345,EDT,USD,us_market,America/New_York,False,finmb_30326086,-14400000,REGULAR,0.7987887,Nuveen NASDAQ 100 Dynamic Overw,Nuveen Nasdaq 100 Dynamic Overwrite Fund,NGM,133535.0,101760.0,3.414999,0.17134967,19.93 - 28.85,-5.505001,-0.1908146,19.93,28.85,22.9744,0.37059975,0.016130988,22.63505,0.7099495,0.031365052,15,0,False,,,2,0.18499947,1679578718,23.16,NasdaqGM,23.345,23.345,23.19 - 23.345,23.19,3946.0,23.28,23.41,22.0,8.0,,23.43,,,,,,,,,,47019300.0,1097665536.0,,,1680480000.0,,,,,,,,,,,,,,,,,,QQQX
en-US,US,ETF,,Delayed Quote,True,,78.9,EDT,USD,us_market,America/New_York,False,finmb_32676721,-14400000,REGULAR,0.5199313,First Trust NASDAQ-100 Ex-Techn,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,NGM,16377.0,22580.0,11.160004,0.16474763,67.74 - 84.95,-6.0499954,-0.07121831,67.74,84.95,80.692,-1.7919998,-0.022207899,76.73255,2.16745,0.028246813,15,0,False,,,2,0.40810394,1679578376,78.4919,NasdaqGM,78.9,79.75,78.69 - 79.75,78.69,43746.0,78.96,79.14,12.0,8.0,,80.13,,,,,,,,,,,,,,1490918400.0,,,,,,4.05628,1.3765,1.3765,,,,,,,,,,QQXT
en-US,US,EQUITY,,Delayed Quote,True,,6.0,EDT,USD,us_market,America/New_York,False,finmb_29690447,-14400000,REGULAR,0.84033936,Quest Resource Holding Corporat,Quest Resource Holding Corporation,NCM,37742.0,36350.0,2.4,0.6666667,3.6 - 9.69,-3.6899996,-0.38080493,3.6,9.69,6.5454,-0.54540014,-0.083325714,6.37005,-0.37004995,-0.05809216,15,0,False,,,2,0.05000019,1679578200,5.95,NasdaqCM,6.0,6.0,6.0 - 6.0,6.0,466.0,5.71,6.37,12.0,11.0,USD,6.22,,120.0,,0.05,3.695,1.623816,,-0.18,-33.333332,19755500.0,118533000.0,85.71429,,1470873600.0,1679601600.0,1679601600.0,1679601600.0,0.07,,,,,,,,,,,,,,QRHC
en-US,US,ETF,,Delayed Quote,True,,17.84,EDT,USD,us_market,America/New_York,False,finmb_715161683,-14400000,REGULAR,0.0,Global X NASDAQ 100 Risk Manage,Global X NASDAQ 100 Risk Managed Income ETF,NGM,2535.0,3840.0,0.6399994,0.037209265,17.2 - 21.75,-3.9099998,-0.17977011,17.2,21.75,17.8805,-0.04050064,-0.0022650731,18.557844,-0.717844,-0.038681433,15,0,False,,,2,0.0,1679510544,17.84,NasdaqGM,17.84,17.89,17.84 - 17.89,17.84,5.0,17.84,17.93,8.0,8.0,,17.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QRMI
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,0.9063,EDT,USD,us_market,America/New_York,False,finmb_30796,-14400000,REGULAR,0.8905729,Liberty Interactive Corporation,"Qurate Retail, Inc.",NMS,9335918.0,12606620.0,0.036300004,0.04172414,0.87 - 5.21,-4.3037,-0.82604605,0.87,5.21,1.9288,-1.0225,-0.5301224,2.39915,-1.4928498,-0.62224114,15,0,False,,,4,0.008000016,1679579607,0.8983,NasdaqGS,0.9063,0.9399,0.9006 - 0.9399,0.9006,534129.0,0.932,0.9387,8.0,12.0,USD,0.97,,0.31688812,,2.86,8.743,0.10366007,,0.33,2.7463636,373838016.0,354804672.0,0.36544356,,1637539200.0,1677677400.0,1683203400.0,1683549000.0,2.48,,,,,,,,,,,,,,QRTEA
en-US,US,EQUITY,,Delayed Quote,True,,5.1,EDT,USD,us_market,America/New_York,False,finmb_30796,-14400000,REGULAR,0.0,Liberty Interactive Corporation,"Qurate Retail, Inc.",NMS,14316.0,3100.0,2.06,0.67763156,3.04 - 21.93,-16.83,-0.76744187,3.04,21.93,5.3772,-0.27720022,-0.051551033,6.6127,-1.5127001,-0.2287568,15,0,False,,,2,0.0,1679495209,5.1,NasdaqGS,5.1,5.1,5.1 - 5.1,5.1,102.0,4.6,5.02,9.0,8.0,USD,5.1,,1.7832168,,2.86,8.743,0.5833238,,,,8373510.0,947284160.0,,,1637539200.0,1573453800.0,1582628340.0,1583150400.0,,,,,,,,,,,,,,,QRTEB
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,37.09,EDT,USD,us_market,America/New_York,False,finmb_30796,-14400000,REGULAR,0.788046,"Qurate Retail, Inc. - 8.0% Fixe","Qurate Retail, Inc.",NMS,92861.0,90450.0,5.09,0.1590625,32.0 - 86.87,-49.780003,-0.5730402,32.0,86.87,45.3986,-8.308601,-0.18301448,48.315876,-11.225876,-0.23234342,15,0,False,,,2,0.29000092,1679579615,36.8,NasdaqGS,37.09,37.59,36.8 - 37.59,36.8,3342.0,36.8,38.68,8.0,12.0,USD,38.82,,,,,,,,,,,,,,1678838400.0,,,,,,,,,,,,,,,,,,QRTEP
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,101.46,EDT,USD,us_market,America/New_York,False,finmb_33821,-14400000,REGULAR,2.000601,"Qorvo, Inc.","Qorvo, Inc.",NMS,1331810.0,1290840.0,26.080002,0.3459804,75.38 - 132.73,-31.269997,-0.23559104,75.38,132.73,102.5562,-1.096199,-0.010688764,96.25975,5.2002487,0.054023087,15,0,False,,,2,1.9899979,1679579621,99.47,NasdaqGS,101.46,101.9579,100.74 - 101.9579,100.74,50684.0,101.46,101.54,9.0,8.0,USD,100.75,,24.407024,,4.157,39.751,2.5523887,,5.76,17.614582,101389000.0,10286927872.0,9.774567,,,1675288800.0,1683025140.0,1683547200.0,10.38,,,,,,,,,,,,,,QRVO
en-US,US,EQUITY,,Delayed Quote,False,,4.49,EDT,USD,us_market,America/New_York,False,finmb_102388045,-14400000,REGULAR,0.0,QSAM BIOSCIENCES INC,"QSAM Biosciences, Inc.",PNK,1506.0,1080.0,0.9899998,0.2828571,3.5 - 11.7,-7.21,-0.6162393,3.5,11.7,4.51142,-0.021420002,-0.0047479514,4.989199,-0.4991994,-0.100056015,15,0,False,,,4,0.0,1679512150,4.49,Other OTC,4.49,4.49,4.49 - 4.49,4.49,1000.0,,,,,USD,4.395,,,,-0.456,0.003,1496.6666,,,,1922140.0,8630408.0,,,1599696000.0,1668517200.0,1668517200.0,1668517200.0,,,,,,,,,,,,,,,QSAM
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,12.12,EDT,USD,us_market,America/New_York,False,finmb_1819196991,-14400000,REGULAR,0.0,QuantaSing Group Limited,,NGM,50287.0,3040.0,1.026,0.092482425,11.094 - 13.79,-1.6700001,-0.12110225,11.094,13.79,12.3919,-0.27190018,-0.021941766,12.3919,-0.27190018,-0.021941766,15,0,False,,,2,0.0,1679494738,12.12,NasdaqGM,12.12,12.12,12.112 - 12.12,12.112,550.0,0.0,12.3,8.0,13.0,CNY,12.12,,,,,,,,,,55078800.0,667555072.0,,,,,,,,,,,,,,,,,,,,,QSG
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,1.645,EDT,USD,us_market,America/New_York,False,finmb_656553517,-14400000,REGULAR,-0.30303,Quantum-Si Incorporated,Quantum-Si incorporated,NGM,718077.0,858180.0,0.07499993,0.047770653,1.57 - 5.42,-3.775,-0.69649446,1.57,5.42,2.0346,-0.38960004,-0.19148728,2.666525,-1.0215249,-0.3830922,15,0,False,,,4,-0.004999995,1679579617,1.65,NasdaqGM,1.645,1.68,1.6437 - 1.68,1.6437,36777.0,1.66,1.67,8.0,12.0,USD,1.75,,,,-0.55,3.614,0.4551743,,-0.86,-1.9127907,119881000.0,230002272.0,-2.7416666,,,1678109400.0,1683576000.0,1683921600.0,-0.6,,,,,,,,,,,,,,QSI
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,0.248,EDT,USD,us_market,America/New_York,False,finmb_656553517,-14400000,REGULAR,0.0,,Quantum-Si incorporated,NGM,,,0.0,0.0,0.248 - 0.278,-0.030000001,-0.10791367,0.248,0.278,,,,,,,15,0,False,,,4,0.0,1679508168,0.248,NasdaqGM,0.248,0.278,0.248 - 0.278,0.248,100.0,0.1825,0.2784,8.0,11.0,USD,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QSIAW
en-US,US,ETF,,Nasdaq Real Time Price,True,,125.89,EDT,USD,us_market,America/New_York,False,finmb_26918502,-14400000,REGULAR,1.9269673,First Trust NASDAQ-100-Technolo,First Trust NASDAQ-100-Technology Sector Index Fund,NGM,89611.0,124020.0,30.659996,0.32195732,95.23 - 158.31,-32.42,-0.20478806,95.23,158.31,120.3416,5.548401,0.04610543,116.3047,9.585297,0.08241538,15,0,False,,,2,2.3799973,1679579121,123.51,NasdaqGM,125.89,125.8999,125.31 - 125.8999,125.31,4467.0,125.75,125.87,8.0,8.0,,125.71,,,,,,,,,,,,,,1490918400.0,,,,,,4.31469,-1.31738,-1.31738,,,,,,,,,,QTEC
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,0.345,EDT,USD,us_market,America/New_York,False,finmb_553955844,-14400000,REGULAR,10.364687,QualTek Services Inc.,QualTek Services Inc.,NCM,268427.0,1236570.0,0.076000005,0.2825279,0.269 - 3.79,-3.445,-0.90897095,0.269,3.79,0.44326,-0.098260015,-0.2216758,1.122795,-0.77779496,-0.6927311,15,0,False,,,4,0.032400012,1679579626,0.3126,NasdaqCM,0.345,0.3624,0.2921 - 0.3624,0.2921,43121.0,0.2978,0.3055,9.0,40.0,USD,0.285,,,,,,,,-0.75,-0.46,27805700.0,9592966.0,,,,1668520800.0,1668520800.0,1668520800.0,,,,,,,,,,,,,,,QTEK
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,0.04,EDT,USD,us_market,America/New_York,False,finmb_553955844,-14400000,REGULAR,28.617363,,QualTek Services Inc.,NCM,,,0.0,0.0,0.04 - 0.04,0.0,0.0,0.04,0.04,,,,,,,15,0,False,,,4,0.0089,1679578202,0.0311,NasdaqCM,0.04,0.04,0.04 - 0.04,0.04,7009.0,0.03,0.0399,9.0,11.0,,0.0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QTEKW
en-US,US,ETF,,Nasdaq Real Time Price,True,,20.251,EDT,USD,us_market,America/New_York,False,finmb_715161658,-14400000,REGULAR,0.0,Global X NASDAQ 100 Tail Risk E,Global X NASDAQ 100 Tail Risk ETF,NGM,301.0,340.0,2.521,0.14218839,17.73 - 23.44,-3.189001,-0.13604952,17.73,23.44,19.59672,0.6542797,0.033387206,19.81709,0.43391037,0.021895768,15,0,False,,,2,0.0,1679333465,20.251,NasdaqGM,20.251,20.4371,20.4371 - 20.4371,20.4371,1.0,20.39,20.48,9.0,9.0,,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QTR
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,11.185,EDT,USD,us_market,America/New_York,False,finmb_47689694,-14400000,REGULAR,3.8532958,Quanterix Corporation,Quanterix Corporation,NGM,319828.0,373470.0,4.8750005,0.7725833,6.31 - 31.33,-20.145,-0.6429939,6.31,31.33,13.054,-1.8689995,-0.14317447,12.80875,-1.6237497,-0.12676878,15,0,False,,,2,0.41499996,1679579604,10.77,NasdaqGM,11.185,11.2226,10.87 - 11.2226,10.87,8553.0,10.96,11.16,10.0,10.0,USD,11.81,,,,-1.07,6.483,1.7252816,,-2.58,-4.335272,37054700.0,414456832.0,-12.567416,,,1678109400.0,1683549000.0,1683894600.0,-0.89,,,,,,,,,,,,,,QTRX
en-US,US,EQUITY,,Nasdaq Real Time Price,True,,0.182,EDT,USD,us_market,America/New_York,False,finmb_557560242,-14400000,REGULAR,-38.430313,Qutoutiao Inc.,Qutoutiao Inc.,NMS,181071.0,784180.0,0.03199999,0.21333326,0.15 - 2.34,-2.158,-0.92222226,0.15,2.34,0.8204,-0.6384,-0.778157,0.7905,-0.6085,-0.769766,15,0,False,,,4,-0.1136,1679515205,0.2956,NasdaqGS,0.182,0.2851,0.155 - 0.2851,0.155,3267774.0,0.0,0.0,22.0,8.0,CNY,0.2838,,,,-0.606,-4.691,-0.0387977,,,,28966300.0,5271866.0,0.45499998,,,1640066400.0,1682938740.0,1683288000.0,0.4,,,,,,,,,,,,,,QTT
